videoid,duration
x_H8vusyzN0,129.0
JbyemdsSfI0,160.0
N8QzCj1RdpU,188.0
iK03b228mmo,191.0
z7NxEj4A1Cg,162.0
0c5gYg3adeI,181.0
llTSaDl6Pcg,213.0
LiioO2L5ZA4,86.0
tZ97edZTrHQ,97.0
Y0p3egpGwAI,161.0
MmtvzIGaH1I,192.0
WG_LG1CfsCE,183.0
L3gtPb6y2xg,138.0
WCf36CQxBfY,141.0
pf2q0HemaFs,295.0
QvdszN3x7M4,177.0
y4nFzow4tLQ,95.0
6B6yElrEeKM,108.0
8fvhchY0UmY,157.0
7tUYeqOLuYU,189.0
iGk7QYThMTk,193.0
uzhsjyHUBt8,145.0
cH8W_cTQQvw,156.0
0yAYgv2YQ5k,84.0
ltwRv-C1EFQ,104.0
PSofqNSuVy8,159.0
7gFoHkkCaRE,140.0
0x6usdVsGbI,130.0
GSkbcI9F5ec,227.0
CiOFGnNgnnc,163.0
Up7TU2t7_8g,227.0
vLAQiwEGGKs,162.0
_7pkwL7yY5g,161.0
0KJ7l4gy4oo,205.0
PPKdHP8zWuo,159.0
NUdeuIj-yKk,152.0
1crhwQPKr7w,163.0
G9D_0pXaM68,160.0
RAvoR20o9s4,163.0
L2PdSg-w5T8,162.0
te-hhtqatQk,160.0
4FkUmPvbDQs,195.0
VcnAtRLJS84,77.0
Ks2IFhAqBSE,158.0
ZKgJtlJDPcc,142.0
mwHOh0YPpBU,106.0
GNUP-so0ndQ,163.0
1PlNSLBuUQE,133.0
-19d_T472co,226.0
YqkDor9GqqE,213.0
CRjB5ImoHXk,151.0
qzayNPEmoK0,117.0
2tVvgJbqH7U,163.0
QpmECKEHSQs,97.0
nfzJCrxKVMU,216.0
QQAd5xx0XHc,196.0
zjm_GqK-Kmo,113.0
_-9wCERdcog,164.0
JNPW2wZ4D2s,98.0
oeCRY2mdih8,163.0
9oiFkoROlu0,208.0
6EfYYxmfABk,208.0
ptcDoIfzLtI,102.0
VwfXJVjptt0,145.0
4rGu9dMtQWA,161.0
mCbY7cAv7r8,204.0
bSDqN3UTrPI,120.0
prAOME_9oP8,210.0
WGxfP216OFI,208.0
3_U1GtNY5xQ,80.0
c2HZzrcEbZc,222.0
R5YZoDFeQlM,102.0
t8HQInlblys,132.0
QnX-Xgbi37I,198.0
-riX6Xbvb8w,130.0
AcEe0LbP2wY,139.0
GYYuyvyr2HY,117.0
3kNqc5Hrh0M,207.0
VDCoR_PxceY,125.0
DcZgodKg9OQ,198.0
ZkpC7VsyqaE,138.0
pMoxr-jgd58,133.0
gLYTObRhcSY,214.0
Jye1gDePzgY,164.0
UcaPMGGla4o,182.0
E3yX8lT2UAI,82.0
MJJ8AJUn-p4,184.0
dvloIUSHogs,161.0
bNFWITNVAKU,140.0
i-VeLFEMeko,152.0
SriHCm7dhyw,189.0
5OfAMHeIr7k,168.0
-Ot948zIr0s,162.0
Nv88ASiLmgk,153.0
AJuIYcVnc2I,163.0
nq382fby2yU,155.0
Atyyr6d7-u8,184.0
KZrcqIvvB_0,160.0
sL1b7ZnItoI,121.0
cil6HFXlccw,85.0
fKncYRJQRC8,162.0
9LpOzLU5k70,210.0
VrFey4EPA8Y,163.0
DqoZ590UTck,218.0
hdrvg0jmL8s,205.0
yqdfje9b9WI,162.0
yDq42VIYVnc,99.0
GCEBqhWnUDo,160.0
lDa6qc93nNs,148.0
ZVuhyX3w4Yg,152.0
Ii5azc-GzXg,165.0
6kKCbDw7lR4,151.0
crZXwRmMq2k,161.0
UgtSRZHvyWY,144.0
2rSnCcaMDdg,189.0
QCsjm6QI4WM,210.0
gIaqrkn0ymo,145.0
LQNKhY7ws48,134.0
oqBWx58n1Yk,163.0
OnrORwEG4lQ,104.0
-2LmKW3TtuI,161.0
NQcQ3bA_NXw,189.0
FEdyNyQCjwE,162.0
cU2j_kP6U0w,201.0
fQWMKUF7dvA,155.0
bSm3d9ftiJA,198.0
CQtbqB7NcXc,83.0
TzRrEgkfhG8,173.0
mV__PXYxQYY,78.0
Mp5IvPj4ay0,141.0
IgBQwCBi8vI,91.0
ND-nldJc8kU,163.0
hYq75Gm4UdI,141.0
4rT5fYMfEUc,147.0
6CxOSOVI76c,132.0
6ZZI6-zh0GM,163.0
H6fBnHvdZeI,192.0
W3cldIDgcoE,199.0
zHoZ2Ti6xco,161.0
9mnLbhHR6-g,152.0
xPwq9go3HDc,215.0
Y4XiKFvQ1rM,217.0
fIT7VMVju0A,201.0
vhQ4S5ajwDQ,156.0
8ltYYXhGCBo,129.0
lRQXQXsXIm8,118.0
NgUGViWp3tg,196.0
2CM_ZbYvMDI,71.0
kdkVnZsOgJA,115.0
l8aozWddbPA,162.0
HCRagorblVI,190.0
oJ3bzg-Tvt4,146.0
OopV0xphrrA,197.0
oLPTh_DaPa8,142.0
lPMSGTfK4Aw,140.0
I70sIrfz0_c,161.0
xAkmG6uqBd4,207.0
VcKVgWYkZa4,151.0
6JynBr-1sSA,107.0
0SDvqDdbhSc,199.0
VlMy5-BAjzo,136.0
RxyMbaDX22g,144.0
ZPP70vRDmzM,118.0
RgHtBxOs4qw,195.0
TscPOjzk0hI,152.0
XsdRpsG43WI,72.0
L4fJ1ht5TJM,160.0
0WuMU0zi02w,142.0
FEAfMv14l5Q,77.0
h5jZBcDev1s,162.0
40JQrUnvKUw,157.0
Zti44ptZTrc,209.0
7_wMbTKsnvQ,127.0
AFJ_QnfENd4,163.0
XT2IS2dn8gM,177.0
b2MEP246DxY,128.0
1DgOAPBMXws,106.0
qH2Q-PeaYVg,132.0
R0CN7Enq4Rg,218.0
lnPDc4XE77w,215.0
k-oVuQpjG3s,163.0
3KdgZgQRDU0,135.0
7iWEk7k_kio,215.0
8k_gzuVqZmk,161.0
yz8GjHOA2xo,206.0
-t06SZje8O0,136.0
YPZqfRINveI,209.0
MxlTo0BbQlE,199.0
E6yFlIQxp8g,209.0
ZKfVrsrm_ac,101.0
hB6FoXU5gjI,217.0
e_S58iPZYu8,136.0
f8P51JbIp9g,152.0
x11OTizHwfE,138.0
mjbxL_v2DPk,130.0
dDDbmin38gg,161.0
_jFgF0gbIuk,85.0
djPS3AC9DKk,105.0
wIloYFMzS6M,212.0
re5veV2F7eY,107.0
LWWG1eKmylY,159.0
8aXqgoiVb8E,111.0
NBh_b2SBDHs,162.0
a_i-mCZH5bo,173.0
EYdIrPSIgio,145.0
9lX00rAetvU,123.0
cFZWNfXzFLU,278.0
ovFDrgui4a0,134.0
7fduMinwJZ8,167.0
ZpmCdIS3TKc,163.0
Yh03Vnp8pCk,147.0
-arTRBtT9d4,148.0
H6XIREQHU8M,192.0
NxnXB1ViFEk,156.0
XeasXb98akc,183.0
QC6Sk0ysBm0,40.0
YYPpg3_Y4XY,177.0
dLVgEWrfdSg,116.0
bbpQmRxCYUU,128.0
VSMKvHRbHC8,160.0
ilR3_PaGoJA,152.0
f58Ba78abHg,112.0
zjXn9UGZt4o,169.0
34FTDewDftA,172.0
I8yAmR1UymM,140.0
WhWW2IXg_-E,95.0
TajTfrf2yXs,209.0
t1gkRAWvxOs,161.0
btVoaFC1Aqk,116.0
DoqPEhVHdBM,158.0
ttOuvmYYeps,210.0
rAdvJOAGEmc,187.0
lPrJqB8ljAE,148.0
jNNX5a8ogr8,182.0
kZCgrTDVRbI,176.0
rlMANFZdCkk,138.0
KE-ok-meF3E,89.0
Tg3A7u83stA,185.0
qe_BzGXRDzo,156.0
9UNV2c-A4BU,209.0
sh0UuxRgqgk,136.0
K2JtNouF2rQ,102.0
3IiKTJztqFY,163.0
6AVMcJa77PM,163.0
eZtQn-GAemQ,154.0
rpZI9it2rJM,252.0
aPPMHA65HIg,159.0
toJPUHh3EKI,174.0
a4EqbYUl7Rg,163.0
rC9LfNF_CW8,160.0
EFtdTsawXK0,138.0
OqgFY6ZhOfQ,154.0
NKhTArRP31Q,134.0
c9YJ-KJZKyY,236.0
SZ3oe7dJdMc,244.0
f_XQ-X_US7U,238.0
pE0vTejjWuk,115.0
kNpbZ_oVHxE,91.0
HcHdy_Vc1DY,138.0
hudgzkYfSvU,143.0
nCuYBELZjpY,133.0
CTpAikAZ2aA,192.0
M8yhM7zXdSI,173.0
JY4UoItJ_lA,160.0
OMHAwJjp-YI,145.0
Jxs8p22Pq_Y,192.0
B-S7jkgEC8Y,151.0
oqquLzHmH5k,164.0
lkT9aqC6Tqw,146.0
Cf5dlMw2d7s,146.0
4K8M2EVnoKc,152.0
S76Oq-NDyvw,105.0
aDdBoZOylmo,189.0
y587UlBV9jg,113.0
AvDUQXknug8,188.0
1UqGimF2hkI,155.0
KNwhBAOLCXQ,150.0
RaicjdiN8ag,238.0
cbH10o2VTXI,189.0
tBSbjKyamRo,184.0
DYsJH2JWJTY,88.0
EiVRkqi02a0,152.0
X3XwuyPljm4,201.0
cP63R4QwDFI,152.0
OIf1BFh8UwA,185.0
L45abB8vyEo,175.0
KmdBHOUCDnM,260.0
JSmcnUcLVHA,160.0
lu9yr0xefYQ,147.0
guQnnPJgtUo,73.0
35FF7e1-zCg,204.0
5Cv1ENey4yU,174.0
9d30_Y2bF64,186.0
bhGfpwfae-k,101.0
pW-ZHlM3RxI,103.0
dH1SeHOpEO8,144.0
MIGDyLqwY7Y,195.0
eD4l8wpbrRI,162.0
Fa1IN1GN4Q4,209.0
HfFM7RZ5GxI,185.0
AuF1AN-ugM0,219.0
8Dw3DomVuwI,162.0
r0eg-ieT77g,184.0
pVB70-zPv5E,112.0
X6YLAmKFpRM,197.0
tJimPUh3vmQ,156.0
CrlVTZFPnzA,209.0
SOnb-cyRdAg,157.0
AwgrZd_BjtE,111.0
9vvMKxDvAt8,163.0
V75dMMIW2B4,176.0
f8Cjlv6nBTg,161.0
4EfmKXE-Li4,162.0
EcOENbnXxQ4,127.0
-eIH1jFAGlY,130.0
pZJ7QK2d5-A,194.0
v3H9-sHDZSA,172.0
YG0VNVGxyYs,81.0
hRg2HEpwD5A,190.0
-YTLGLeKoJQ,163.0
99qifKCGPfA,126.0
309Cnimrm5A,174.0
Vx357DNh0vw,186.0
4CVFOnmW6v8,109.0
VKE_B4jMF5Q,160.0
qalHjNdHFJc,159.0
dFwt1vL1JOg,183.0
68igl3sbzFI,208.0
cmYsRcLMvO8,210.0
6esR4uGEFCc,162.0
_4otc_6WtmQ,202.0
03uEq5dKcFs,156.0
B86JJELi5Tg,213.0
4RhqR2ZGkc0,163.0
zn9D_4bE0hM,152.0
8dPqVrwBp7s,149.0
Ts5FbF_2Wus,76.0
RLUhwGLJhsI,167.0
dazYs4DgYtc,57.0
gQNFCRom7c0,190.0
qcGEIq1AEGM,196.0
XcMH5ntEWGQ,182.0
2gUFZCRHHvE,187.0
D_Acqs7T5-0,70.0
eYx5m_iT-1U,152.0
SKoj1Its8vo,73.0
IaOlL5WMFI8,135.0
cLYCKmqJApw,151.0
NBS7J3KHWhQ,162.0
g7QBS0O7gT0,155.0
69RNNex-sig,162.0
IvWyoUACISc,163.0
xGN5cFcaD5A,124.0
8aRwEJvaPiY,151.0
E7mB8U4nCCU,165.0
lPfrzsQ2-Qo,160.0
H3E2nY0djIQ,150.0
Xt0Fv0W-CSo,200.0
8DlxO2frMPE,172.0
6YbTy5AvRP4,163.0
ioUedV29CQE,170.0
38jXOaoZQZI,157.0
7LFtoz9sERo,275.0
yPAPYhU_zsQ,141.0
yPg84oVPnE0,100.0
3v-e25d34pY,213.0
oY31D4QSB-Y,135.0
IAYQUTYc_tA,203.0
Zzuc4RiUjJs,158.0
PUFwiKDWxUo,120.0
j638xTM36I8,163.0
qtKtxLmxl24,150.0
k9vHopyEtzs,163.0
AgsxHmawNqU,148.0
Ep85AkCkk-U,145.0
BdC4os4SOH0,189.0
aB0ABzNHvAE,161.0
dXvVa-6BDWc,77.0
YonDo9SCqII,159.0
htHKbsUKDDw,257.0
d9YfIZP8qPE,175.0
C0NVo07t9UI,216.0
UvSGGd3ewFI,209.0
U2_h-EFlztY,153.0
UbrDTO9asW4,219.0
6xSLNonQJSc,144.0
7HWfwLBqSQ4,107.0
N2s_Iij3Xfk,168.0
cnM9pdjp5o4,113.0
dy9fKXNAhA0,146.0
PBaQezez_UU,179.0
pDcPRvZ9sDU,162.0
aW4tjKzDEDU,188.0
cuK7JbG06ho,139.0
bFsgLhx9dxg,208.0
mTx6_XT9Hns,162.0
KOBGjFHXnqY,166.0
zB6pvQt0I8s,163.0
uETwKF_fgKw,216.0
ACdEiMqOVvs,234.0
JGYB1j211BU,84.0
atQYOl5KL-o,178.0
07KUTJpbNAQ,113.0
oLJ7246t3-c,199.0
5LN23qErZDM,98.0
YrtS2_TfbeY,162.0
38PbAk_SMdo,158.0
c9vl9Rurcc8,163.0
68pN_c7DGUE,179.0
Igs1WM2pA54,162.0
qnp1jfLhtck,161.0
Jr4HhX_kbf4,211.0
S2XvxDaIwCw,108.0
_PvuoEb4yeQ,138.0
vcdDRblTOmM,168.0
ZbaW0HZ_Qy8,163.0
3nydBUSR08o,187.0
Qrl_BpahMRs,202.0
4RPigjaVctQ,211.0
8GPu-oZ4p64,138.0
Isx0GBj1fxU,160.0
KSheZC9C__s,162.0
rChS9MeLW-w,155.0
2-oMhYVEk8w,154.0
gboXDP4L4b0,98.0
qyvR5lglbTE,184.0
SUu7hWUv7f8,112.0
q_u6njqBaB8,149.0
fVoHEZb6imE,126.0
Mmcr5WLNtZA,155.0
VagrTsi5vsw,162.0
Xq5eXYCKUF8,177.0
Kf5iT31fZN8,163.0
qnNr8etyi08,162.0
IZxYRZdq2P0,81.0
iKRpMjVJKZc,213.0
LWEklaaHGsE,147.0
1ycpmrEl-9E,156.0
e56FOw5rIhw,140.0
oDD1tW59Mjg,156.0
arfamPuUOek,163.0
kBErrmmqnkI,232.0
rdWIo5R10CM,158.0
TjGfTL6l-HM,153.0
2mz3oytpugs,171.0
B7ZTNm5o780,126.0
7SB16il97yw,209.0
9ukjNhwdbGY,138.0
t0Yf_fvD-lY,163.0
70yAXCvid4k,114.0
7UZpRynpUac,143.0
WkFdij3Wr9M,169.0
zR7Zj6ZFyUY,162.0
N_YrFMAEKKA,181.0
5kGTDvVTAOw,193.0
pCQ0k_WvwvQ,151.0
o3w6MouV4NE,132.0
iG5oSrAW9FQ,160.0
Fecoe2kJdD0,209.0
Ekl021fmWGc,143.0
1QjC0jXb-9k,94.0
djUYiJu6K48,161.0
vcsbzGfvqJQ,85.0
GylxYHpdxVQ,194.0
DY1HyTONAT8,152.0
DpA2bMJlDpI,207.0
grdxSWSHJaY,143.0
2hs-yt-Pmk0,145.0
E0wfFdGnwx0,161.0
_3-cN9Bhxls,260.0
rXyyr3kSB3s,195.0
LWvcLI0lcFQ,154.0
kgu59EAXbic,171.0
LE0TUN0Po7I,175.0
G6f0w5BRasw,207.0
N_HE8beijHA,88.0
D-UBJzXzoho,161.0
2_SfD5cdrnw,163.0
T5CoWL_wdC4,154.0
mHJH39bjALk,159.0
cycPu9OddzU,196.0
6vAYIYN2Iac,231.0
2G5KN2wt048,187.0
k98tBkRsGl4,160.0
yuU67Mv4bFA,140.0
up5GI3Sp7Lo,162.0
hgGi1ODlBBo,211.0
qPkKjKAyJ8I,197.0
abhF5CFFW4s,162.0
-zXmGloh-P8,167.0
99UdqbS8q2M,211.0
xfF-ZL3xvxw,181.0
yMiJp1nYlNA,177.0
onbiOVpX0_w,163.0
KRBzWtOy1PY,180.0
xHunA6CYHvo,165.0
tagDBoX24S0,189.0
WQP_cY7FAyQ,194.0
Bp9AClR8qCY,146.0
nS0fxM7sCHs,147.0
V3Tlo0EutEQ,185.0
pJJjycrT0RA,121.0
fB5HTcFhCso,198.0
pWYPN21XIEU,162.0
mK8ad1nYFQA,111.0
vdED1lRQ-N8,151.0
qyMVXU7qMGw,174.0
4WibEcqn1c8,261.0
CNuEnlaPuls,159.0
qxFHPIFGFmk,157.0
fHmesxUDVz4,106.0
dLjnIpWhLZ4,70.0
L3aF2hwu8yE,206.0
R9jMf8U74cY,95.0
W6qWnmb_22s,238.0
vdyYR85RNkk,152.0
4dm-ZfP3fbs,180.0
cYdScH3BmBk,120.0
5m9Bf48pWc0,215.0
-Xb-ryuTDlE,146.0
mNtK6UvRjO8,147.0
RZKKrQ8y_Uw,169.0
Lgmzj8eWK8M,127.0
Wo4U1SqnRpA,190.0
wO4P6Yz_LZg,173.0
EVIsqHrME68,130.0
hq4lKhTXzXQ,137.0
psB3Ta-5XWY,223.0
QsuIp03FENc,228.0
Da7GSy-6mJY,160.0
eu-afVml4MM,160.0
ukNsgDQKqfY,140.0
hcUVOlbNb30,135.0
6MaOE8YiJy8,189.0
RdG9KwpjxA0,200.0
L1DsFsUlgwM,133.0
jBMZnAIY_Ng,134.0
SVQDD7TK-qA,209.0
eYJYW_9mFVg,162.0
mHGHJwXWh1k,184.0
r1NUy3Rq8n4,141.0
lx420G7IDnE,146.0
Wy4EfdnMZ5g,141.0
vrCmp9js4YI,144.0
W_Piq1uGGfs,195.0
mfg2O0A6L4g,163.0
G2SpqqxJiig,163.0
9_4S_-cr9Rs,209.0
piYwvMvqXPg,181.0
gTAMKrPh1AE,103.0
6wyRTKGY2Tw,165.0
lTiCL83_dR4,208.0
ejUWeYTslb0,161.0
ZruKu2N6nQw,207.0
Wjc5NqqF-1o,118.0
ZErJ-R9PLFA,162.0
fqtFUIQ7oWA,123.0
w6YTq-3hmnA,139.0
lmlX39gM9-c,161.0
46-oS8F8_c8,186.0
4ZOT0aLogWU,161.0
TjvHy-IYET8,100.0
mIvQRRVbt9E,163.0
E0aNsWbWr1s,141.0
iamsdf-VSQI,161.0
qNieL8zqgm4,103.0
sVg5_6gjzlg,162.0
v9Cq9nThaNs,209.0
Cnh4Vr0UruI,210.0
DF-ifsJZQEM,142.0
AQa015gBmro,96.0
bX-o8WaWp2Q,167.0
JFwhPbsr5RU,162.0
djIvmaYI9LQ,161.0
qhAYzFv4HYc,71.0
V0Y4f1UoH9o,159.0
f96ppJ3DSGE,210.0
bhYOGuozHd4,183.0
Ustq_iSIqgQ,162.0
29Pg9Oo6P2w,259.0
5h9E5SmLCVM,207.0
FbY1BfonRu4,106.0
5wErjt1ukFE,171.0
-o-C21COWIQ,184.0
pDy41hvdq4s,205.0
aB2fSWvsVt8,210.0
eZp6EmVqq5o,163.0
TfsGgp4go6k,135.0
gQwpd1247J8,161.0
MgFF-JBCHUg,163.0
b-VzKjKNPGM,259.0
XAa7RcPdE2U,175.0
qgRXFJqB-9Q,189.0
3agyeKATELQ,178.0
Zo0d4xk3BXw,208.0
JPjeOAVkSe4,143.0
hpb2-ZOzc_o,163.0
MMNICLfHE3M,205.0
LDWuu8GZnkM,197.0
lI8p0rzq2R4,207.0
ti9jg0JOK2I,214.0
RjdPAElUs9E,160.0
FLPGiFhKS28,165.0
24kOoUWjz5Q,139.0
AtWL0iQxE7U,191.0
vId4AoKDg2s,129.0
ZgngBG5JX_M,115.0
aRPInpAD3_o,168.0
gh2apPe9pSI,128.0
nxHTPahkN6M,162.0
vy35F-wk0uk,99.0
pZZ60jrw6cg,186.0
P0A0LnjsGSA,151.0
fsOsSaJWOBA,90.0
FK-mY_mZAzs,98.0
9nOc2GqCQ2Y,185.0
3osli3y94I0,150.0
a_hsjTExzbw,167.0
kmjblNu2_6M,158.0
2yZlrJWBLac,186.0
6kN5IkXFwcQ,140.0
Z-Hye1zg5IU,178.0
IFBAXbrw31g,217.0
TgzbVMwrr7s,209.0
4qFxfRN75HQ,112.0
pYBo5eS5pW8,204.0
iKscMa0XRXo,197.0
xqsDUwDwdUM,157.0
A75AgrH5eqc,151.0
pBd7XYjjvRw,190.0
KEc0SGkBDJ4,140.0
-Y2wqkD2KVM,161.0
LMViEmB4_Fk,161.0
h0i2KfT2SB0,209.0
1DTrvZ3wxy0,176.0
7CkTYPnJS0E,130.0
YFtHjV4c4uw,163.0
ZgbGOBeeaD8,155.0
SoP7TLCtylg,152.0
Q0wlGNISV18,51.0
NZzeLRspnMg,185.0
OfnIw7Y8IUY,145.0
yoWz1IdoTIg,107.0
G6PcFmNCQpA,166.0
gC6gD7Qzry8,222.0
gvGNWLszAQA,136.0
KxlEI-kTY2I,110.0
diFDBNNmnnU,138.0
NWvUNDAsYqE,103.0
wJZHc5SJ9eE,217.0
ChQG9RAkBiE,154.0
9aqopEQr7wI,140.0
DXSoxAHjqRg,111.0
RwyLbX4uOS0,163.0
mRmLfuhXHR8,201.0
yijQXDtxgic,128.0
DZwobit-Zy4,184.0
gK06H6EpKP4,160.0
d9ykU9FkH-g,149.0
-rq6IBVPcBU,165.0
mEzXLJL48nA,167.0
PrBVgtAeNhE,145.0
Pf4RjsdJE0I,209.0
0jTSJ6NK6-4,117.0
3lQ1fd0hBe0,155.0
us54vk5--jM,143.0
z_eg2OjO6uM,177.0
YduLKKYfgSk,189.0
HcuptmqW_kA,120.0
ZQAdP_vW2mY,233.0
6EFzoEVp65w,187.0
ogkh8GaUkBE,106.0
_vNaSVn6qSk,212.0
xuaHRN7UhRo,150.0
Uc2sp69O0uU,157.0
L6ayQbTmoxg,213.0
9C6DANHgdrE,185.0
BIt9IYPOY2g,163.0
i94ldGNNSQ0,163.0
b_uXZZRpO-E,163.0
vsevdTMBfC8,80.0
h5dCFGJp__0,132.0
9OufCgFZCyU,152.0
EG4CMYnxQAE,51.0
Q720Fe7IDMk,208.0
1b_sbGJGx0o,163.0
T6BDCLnWSes,177.0
QjLwuMqSb7s,161.0
s2Tpk6RnkaA,126.0
ZZyXtEMFfaw,144.0
ZTAVOF3D4vY,123.0
AHw_6AOK7bg,178.0
UpiqcjnWZB8,156.0
TIu_CYwemFo,112.0
BYh-iVr55EA,145.0
aeneVqyoBTo,153.0
GSrtUVzdt6M,144.0
l081UdHizvg,207.0
r67faKKQyO4,217.0
WPPUUvcO43A,154.0
5F6pso8VBhc,163.0
BZVmJdnVVBw,161.0
zYTsJkuEPWQ,74.0
r1S-yBBZsDI,120.0
QbwYDkPwfUM,208.0
GQy5xztHVPQ,163.0
ApuFuuCJc3s,174.0
YKRFlNryaWw,154.0
ZmdWPv5R_J8,159.0
N7hG6mx0csE,159.0
n3SrAOdy-tE,81.0
wVFNjHAnpcI,110.0
bANgFADltvw,158.0
l59t24vh3QI,163.0
umIBbT6uwZI,194.0
b8Dv782UIb4,124.0
g1JAILio6-s,163.0
bD_rWCvgDy8,91.0
63fCYTWuVoA,210.0
Gmza139ypxw,138.0
vZHS1nXJaGU,204.0
TQrzX_5FO1k,163.0
FN3SPnr9EZg,142.0
6tVC53rH37g,164.0
DsLk6hVBE6Y,160.0
Xk7IjHYLVH4,162.0
Fz7dtq-saJo,275.0
ATNjQgr7LXc,147.0
mGq0iyW-f7A,201.0
Z_0TQHoV_2I,161.0
lHodSSB_YpM,163.0
s1hs62Is67s,163.0
k9WhxTOA19s,160.0
nkUx3zstpbU,148.0
JfsgeCwAYEM,143.0
EVlaur-kEds,142.0
refu69Hu5R0,182.0
8n2vsSHAs0w,152.0
jr60kvuKw3w,126.0
Cht63QybtiA,157.0
e8HRcYG3Ftg,147.0
ataOtn-F5s4,155.0
TezfzLdFv7o,65.0
ZyMP_jN2Veg,75.0
epHCMiCtt3M,151.0
yNmBX5mZvRw,147.0
BwWzZtG_6fA,208.0
I4hc-GcHCsE,111.0
rDIF3XhXTT8,224.0
gC672314kEU,156.0
jiw8saB2IH4,162.0
5FQFrCgi8d8,126.0
2fweZsmH4Tw,208.0
rZlzxsrv4ow,159.0
obn9BZj6V-M,243.0
5JU326dvQ2g,152.0
raDWhK7iSqU,185.0
yl0jujA2jLw,169.0
LQFc7IKhUuE,189.0
t_wR8zbM5VI,170.0
KQbGttprUMA,206.0
81YXRcpQSpE,134.0
OA-SQ7lCV2I,187.0
SESbcd2bp80,163.0
iSio5xjSYqs,143.0
dGuunaaQ8rU,180.0
yh17pzVY6BE,163.0
VEgR-CiTK2E,127.0
ZreKuv4qWY8,149.0
sNJmfuEWR8w,140.0
8ty1025m6XQ,233.0
wwzyveUAS80,132.0
z4nPyI-zA74,116.0
-Zr-B5aIEvE,216.0
72le_jwmXfU,179.0
zS41k2xmQUI,144.0
rD3kI-nioGA,99.0
44MohOiWwnA,205.0
Du8HRf6pRVY,166.0
Ypa0nma0aSs,159.0
GARQJHyaBD0,208.0
94J4AzRTLE8,209.0
_QE6prpcauw,134.0
F656vZAFGdM,130.0
X5SaZ8EmSpw,161.0
gNCAj7eS07I,159.0
DWoQcfvV1Zw,136.0
vWZapP8b11s,163.0
Pm_7ga5bxeI,145.0
iedK7wzunWo,188.0
kr2k20G3hCc,179.0
tv_xMisf9oc,197.0
_HgOQNBkVvY,110.0
VvfRXzxBe68,88.0
C--iuM8NcQc,163.0
7RD-I8AOf10,162.0
Le9uGkbtxHk,161.0
pNJRoSfVZxo,95.0
208MQEPGWLA,182.0
lfrC_mA6o8o,193.0
Xq5Wz1yJhqY,40.0
CW0Yfk66UxE,76.0
IBJGHvt7I3c,106.0
02064E1SHtQ,162.0
f6DDYCf80hw,178.0
4OWBufqkWWw,214.0
MWc0I1-Sfj4,127.0
wufYHJkbl7k,149.0
WH9nsFQH6KU,162.0
9rySfLgqHJc,140.0
uW9Q1cm_Tnw,162.0
esJNnh-d2E0,157.0
1Ez6dw3ywcc,208.0
BFAfiz1daR4,91.0
21Vohd23VMI,89.0
uGsWYV2bWAc,163.0
iQpb1LoeVUc,171.0
bC0vGFJbMjo,201.0
nhwtMOjWerg,160.0
WSUWoBeJ6dg,87.0
BHEe0PqpvNw,137.0
Jah71XURbIg,156.0
0zImze5PCFg,106.0
UtSE9OXHIgw,152.0
5bieIiX5KLQ,139.0
TXRHf6Hzg0g,158.0
fSeWHl1PaKs,179.0
0BF9MkmTBjk,134.0
nLDgcHxJ4Sc,224.0
m49ub45c8AI,176.0
FYDwyb7CJxY,150.0
qbYyYYHysqM,174.0
SUMtjCypolU,165.0
t5GdZx7AS-E,199.0
cjyqWsrpQAA,84.0
YSN08rz66zE,270.0
QoJrjjy0WeU,184.0
z6aek_pwEGk,122.0
sVfuigRSl8g,138.0
qyLJCNyRov0,114.0
WJeOTphX47E,77.0
8QzFJA3QM7E,206.0
kSyIRLpdmlA,164.0
HH37JTBpi2A,208.0
oc8bWybEFFI,198.0
iw-0Y6HWb9Q,143.0
mNd16XocjBg,207.0
sAgSUFT4cVk,161.0
-Pd-uuDi28U,153.0
ZzBJxdyktNQ,127.0
kSmAfIP9CoQ,198.0
fygiSfJjTLc,196.0
sbz_Xq2aEQQ,158.0
YjfLp0bll5U,163.0
36IxAWko46A,163.0
COGBbUM8F14,187.0
Wy-H77tovC8,70.0
HoFcic509rE,183.0
WSYe57h6YUE,197.0
khK3EggW2DY,208.0
kZcr7bw6k_k,141.0
Om2UW4c_vqU,160.0
S-pmcO6U8eg,150.0
zQTDoxrgBeU,178.0
9hT-t19CJ4E,94.0
VHz5xaHrCCU,118.0
3Dit-yAwTgY,163.0
Ubb88WMrdmo,207.0
-vCVptWV5UE,161.0
Z9agItiMEEk,155.0
C-uCzmnXn-g,209.0
7dtQiqaxf_o,169.0
QoWIRCVeXBc,162.0
wyQmO-LFF4M,167.0
wdS1l__SWms,208.0
HYqSugRiG5Y,168.0
OXaqam1ZdZs,159.0
oXMUkgWoMlQ,103.0
DCSeUhWzdBM,89.0
ocyplDqvhuo,159.0
dwzoyEaHxSM,163.0
AYZZV6qazes,151.0
XHJI9tya2cM,206.0
rTlfnymyrrQ,189.0
OcoatqJqmX0,162.0
TrZuYfti-pE,163.0
_HCS9AJ0rEI,55.0
Sgbe_owOvEI,170.0
FKu9sUXtjpI,114.0
3WmyeqVxCV0,169.0
sddHgi-6VJ8,61.0
u_6tnXDfxBo,167.0
t3ttyoPvivk,163.0
5Jdk3riKKwo,158.0
nuVY83HU5Mw,156.0
